HR-Employee-Attrition-完美中文版,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
年齡,流失,出差頻率,日薪,部門,家住距離,教育程度,教育領域,員工數,員工編號,環境滿意度,性別,小時薪資,工作投入度,職級,職位角色,工作滿意度,婚姻狀態,月薪,月費率,曾工作公司數,超過18歲,加班,加薪百分比,績效評級,關係滿意度,標準工時,股票選擇權等級,總工作年資,去年訓練次數,工作生活平衡,在公司年資,目前角色年資,上次升遷年資,目前主管年資
24,否,頻繁出差,897,人力資源專員,10,3,醫學,1,1746,1,男性,59,3,1,人力資源專員,4,已婚,2145,2097,0,是,否,14,3,4,80,1,3,2,3,2,2,2,1
30,是,頻繁出差,600,人力資源專員,8,3,人力資源專員,1,1747,3,女性,66,2,1,人力資源專員,4,離婚,2180,9732,6,是,否,11,3,3,80,1,6,0,2,4,2,1,2
31,否,偶爾出差,1003,銷售部,5,3,技術學位,1,1749,1,男性,51,3,2,銷售執行,3,已婚,8346,20943,1,是,否,19,3,3,80,1,6,3,3,5,2,0,2
27,否,偶爾出差,1054,研發部,8,3,醫學,1,1751,3,女性,67,3,1,研究科學家,4,單身,3445,6152,1,是,否,11,3,3,80,0,6,5,2,6,2,1,4
29,是,偶爾出差,428,銷售部,9,3,行銷,1,1752,2,女性,52,1,1,銷售代表,2,單身,2760,14630,1,是,否,13,3,3,80,0,2,3,3,2,2,2,2
29,否,頻繁出差,461,研發部,1,3,生命科學,1,1753,4,男性,70,4,2,醫療代表,3,單身,6294,23060,8,是,是,12,3,4,80,0,10,5,4,3,2,0,2
30,否,偶爾出差,979,銷售部,15,2,行銷,1,1754,3,男性,94,2,3,銷售執行,1,離婚,7140,3088,2,是,否,11,3,1,80,1,12,2,3,7,7,1,7
34,否,偶爾出差,181,研發部,2,4,醫學,1,1755,4,男性,97,4,1,研究科學家,4,已婚,2932,5586,0,是,是,14,3,1,80,3,6,3,3,5,0,1,2
33,否,不出差,1283,銷售部,2,3,行銷,1,1756,4,女性,62,3,2,銷售執行,2,單身,5147,10697,8,是,否,15,3,4,80,0,13,2,2,11,7,1,7
49,否,偶爾出差,1313,銷售部,11,4,行銷,1,1757,4,女性,80,3,2,銷售執行,4,單身,4507,8191,3,是,否,12,3,3,80,0,8,1,4,5,1,0,4
33,是,偶爾出差,211,銷售部,16,3,生命科學,1,1758,1,女性,74,3,3,銷售執行,1,單身,8564,10092,2,是,是,20,4,3,80,0,11,2,2,0,0,0,0
38,否,頻繁出差,594,研發部,2,2,醫學,1,1760,3,女性,75,2,1,實驗室技術員,2,已婚,2468,15963,4,是,否,14,3,2,80,1,9,4,2,6,1,0,5
31,是,偶爾出差,1079,銷售部,16,4,行銷,1,1761,1,男性,70,3,3,銷售執行,3,已婚,8161,19002,2,是,否,13,3,1,80,3,10,2,3,1,0,0,0
29,否,偶爾出差,590,研發部,4,3,技術學位,1,1762,4,女性,91,2,1,研究科學家,1,離婚,2109,10007,1,是,否,13,3,3,80,1,1,2,3,1,0,0,0
30,否,偶爾出差,305,研發部,16,3,生命科學,1,1763,3,男性,58,4,2,醫療代表,3,已婚,5294,9128,3,是,否,16,3,3,80,1,10,3,3,7,0,1,7
32,否,不出差,953,研發部,5,4,技術學位,1,1764,2,男性,65,3,1,研究科學家,2,單身,2718,17674,2,是,否,14,3,2,80,0,12,3,3,7,7,0,7
38,否,偶爾出差,833,研發部,18,3,醫學,1,1766,2,男性,60,1,2,醫療代表,4,已婚,5811,24539,3,是,是,16,3,3,80,1,15,2,3,1,0,1,0
43,是,頻繁出差,807,研發部,17,3,技術學位,1,1767,3,男性,38,2,1,研究科學家,3,已婚,2437,15587,9,是,是,16,3,4,80,1,6,4,3,1,0,0,0
42,否,偶爾出差,855,研發部,12,3,醫學,1,1768,2,男性,57,3,1,實驗室技術員,2,離婚,2766,8952,8,是,否,22,4,2,80,3,7,6,2,5,3,0,4
55,否,偶爾出差,478,研發部,2,3,醫學,1,1770,3,男性,60,2,5,研究總監,1,已婚,19038,19805,8,是,否,12,3,2,80,3,34,2,3,1,0,0,0
33,否,不出差,775,研發部,4,3,技術學位,1,1771,4,男性,90,3,2,研究科學家,2,離婚,3055,6194,5,是,否,15,3,4,80,2,11,2,2,9,8,1,7
41,否,偶爾出差,548,研發部,9,4,生命科學,1,1772,3,男性,94,3,1,實驗室技術員,1,離婚,2289,20520,1,是,否,20,4,2,80,2,5,2,3,5,3,0,4
34,否,不出差,1375,銷售部,10,3,生命科學,1,1774,4,男性,87,3,2,銷售執行,3,離婚,4001,12313,1,是,是,14,3,3,80,1,15,3,3,15,14,0,7
53,否,不出差,661,研發部,1,4,醫學,1,1775,1,女性,60,2,4,製造總監,3,已婚,12965,22308,4,是,是,20,4,4,80,3,27,2,2,3,2,0,2
43,否,偶爾出差,244,人力資源專員,2,3,生命科學,1,1778,2,男性,97,3,1,人力資源專員,4,單身,3539,5033,0,是,否,13,3,2,80,0,10,5,3,9,7,1,8
34,否,偶爾出差,511,銷售部,3,2,生命科學,1,1779,4,女性,32,1,2,銷售執行,4,單身,6029,25353,5,是,否,12,3,1,80,0,6,3,3,2,2,2,2
21,是,偶爾出差,337,銷售部,7,1,行銷,1,1780,2,男性,31,3,1,銷售代表,2,單身,2679,4567,1,是,否,13,3,2,80,0,1,3,3,1,0,1,0
38,否,偶爾出差,1153,研發部,6,2,其他,1,1782,4,女性,40,2,1,實驗室技術員,3,已婚,3702,16376,1,是,否,11,3,2,80,1,5,3,3,5,4,0,4
22,是,偶爾出差,1294,研發部,8,1,醫學,1,1783,3,女性,79,3,1,實驗室技術員,1,已婚,2398,15999,1,是,是,17,3,3,80,0,1,6,3,1,0,0,0
31,否,偶爾出差,196,銷售部,29,4,行銷,1,1784,1,女性,91,2,2,銷售執行,4,已婚,5468,13402,1,是,否,14,3,1,80,2,13,3,3,12,7,5,7
51,否,偶爾出差,942,研發部,3,3,技術學位,1,1786,1,女性,53,3,3,經理,3,已婚,13116,22984,2,是,否,11,3,4,80,0,15,2,3,2,2,2,2
37,否,偶爾出差,589,銷售部,9,2,行銷,1,1787,2,男性,46,2,2,銷售執行,2,已婚,4189,8800,1,是,否,14,3,1,80,2,5,2,3,5,2,0,3
46,否,偶爾出差,734,研發部,2,4,醫學,1,1789,3,男性,46,3,5,研究總監,4,離婚,19328,14218,7,是,是,17,3,3,80,1,24,3,3,2,1,2,2
36,否,偶爾出差,1383,研發部,10,3,生命科學,1,1790,4,男性,90,3,3,醫療代表,1,已婚,8321,25949,7,是,是,13,3,4,80,1,15,1,3,12,8,5,7
44,是,頻繁出差,429,研發部,1,2,醫學,1,1792,3,男性,99,3,1,研究科學家,2,離婚,2342,11092,1,是,是,12,3,3,80,3,6,2,2,5,3,2,3
37,否,偶爾出差,1239,人力資源專員,8,2,其他,1,1794,3,男性,89,3,2,人力資源專員,2,離婚,4071,12832,2,是,否,13,3,3,80,0,19,4,2,10,0,4,7
35,是,偶爾出差,303,銷售部,27,3,生命科學,1,1797,3,男性,84,3,2,銷售執行,4,單身,5813,13492,1,是,是,18,3,4,80,0,10,2,3,10,7,7,7
33,否,偶爾出差,867,研發部,8,4,生命科學,1,1798,4,男性,90,4,1,研究科學家,1,已婚,3143,6076,6,是,否,19,3,2,80,1,14,1,3,10,8,7,6
28,否,偶爾出差,1181,研發部,1,3,生命科學,1,1799,3,男性,82,3,1,研究科學家,4,已婚,2044,5531,1,是,否,11,3,3,80,1,5,6,4,5,3,0,3
39,否,偶爾出差,1253,研發部,10,1,醫學,1,1800,3,男性,65,3,3,研究總監,3,單身,13464,7914,7,是,否,21,4,3,80,0,9,3,3,4,3,2,2
46,否,不出差,849,銷售部,26,2,生命科學,1,1801,2,男性,98,2,2,銷售執行,2,單身,7991,25166,8,是,否,15,3,3,80,0,6,3,3,2,2,2,2
40,否,偶爾出差,616,研發部,2,2,生命科學,1,1802,3,女性,99,3,1,實驗室技術員,1,已婚,3377,25605,4,是,否,17,3,4,80,1,7,5,2,4,3,0,2
42,否,偶爾出差,1128,研發部,13,3,醫學,1,1803,2,男性,95,4,2,醫療代表,1,已婚,5538,5696,5,是,否,18,3,3,80,2,10,2,2,0,0,0,0
35,否,不出差,1180,研發部,2,2,醫學,1,1804,2,男性,90,3,2,製造總監,4,離婚,5762,24442,2,是,否,14,3,3,80,1,15,6,3,7,7,1,7
38,否,不出差,1336,人力資源專員,2,3,人力資源專員,1,1805,1,男性,100,3,1,人力資源專員,2,離婚,2592,7129,5,是,否,13,3,4,80,3,13,3,3,11,10,3,8
34,是,頻繁出差,234,研發部,9,4,生命科學,1,1807,4,男性,93,3,2,實驗室技術員,1,已婚,5346,6208,4,是,否,17,3,3,80,1,11,3,2,7,1,0,7
37,是,偶爾出差,370,研發部,10,4,醫學,1,1809,4,男性,58,3,2,製造總監,1,單身,4213,4992,1,是,否,15,3,2,80,0,10,4,1,10,3,0,8
39,否,頻繁出差,766,銷售部,20,3,生命科學,1,1812,3,男性,83,3,2,銷售執行,4,離婚,4127,19188,2,是,否,18,3,4,80,1,7,6,3,2,1,2,2
43,否,不出差,343,研發部,9,3,生命科學,1,1813,1,男性,52,3,1,研究科學家,3,單身,2438,24978,4,是,否,13,3,3,80,0,7,2,2,3,2,1,2
41,否,偶爾出差,447,研發部,5,3,生命科學,1,1814,2,男性,85,4,2,醫療代表,2,單身,6870,15530,3,是,否,12,3,1,80,0,11,3,1,3,2,1,2
41,否,偶爾出差,796,銷售部,4,1,行銷,1,1815,3,女性,81,3,3,銷售執行,3,離婚,10447,26458,0,是,是,13,3,4,80,1,23,3,4,22,14,13,5
30,否,偶爾出差,1092,研發部,10,3,醫學,1,1816,1,女性,64,3,3,製造總監,3,單身,9667,2739,9,是,否,14,3,2,80,0,9,3,3,7,7,0,2
26,是,偶爾出差,920,人力資源專員,20,2,醫學,1,1818,4,女性,69,3,1,人力資源專員,2,已婚,2148,6889,0,是,是,11,3,3,80,0,6,3,3,5,1,1,4
46,是,偶爾出差,261,研發部,21,2,醫學,1,1821,4,女性,66,3,2,醫療代表,2,已婚,8926,10842,4,是,否,22,4,4,80,1,13,2,4,9,7,3,7
40,否,偶爾出差,1194,研發部,1,3,生命科學,1,1822,3,女性,52,3,2,醫療代表,4,離婚,6513,9060,4,是,否,17,3,4,80,1,12,3,3,5,3,0,3
34,否,偶爾出差,810,銷售部,8,2,技術學位,1,1823,2,男性,92,4,2,銷售執行,3,已婚,6799,22128,1,是,否,21,4,3,80,2,10,5,3,10,8,4,8
58,否,不出差,350,銷售部,2,3,醫學,1,1824,2,男性,52,3,4,經理,2,離婚,16291,22577,4,是,否,22,4,4,80,1,37,0,2,16,9,14,14
35,否,偶爾出差,185,研發部,23,4,醫學,1,1826,2,男性,91,1,1,實驗室技術員,3,已婚,2705,9696,0,是,否,16,3,2,80,1,6,2,4,5,4,0,3
47,否,偶爾出差,1001,研發部,4,3,生命科學,1,1827,3,女性,92,2,3,製造總監,2,離婚,10333,19271,8,是,是,12,3,3,80,1,28,4,3,22,11,14,10
40,否,偶爾出差,750,研發部,12,3,生命科學,1,1829,2,女性,47,3,2,醫療代表,1,離婚,4448,10748,2,是,否,12,3,2,80,1,15,3,3,7,4,7,7
54,否,偶爾出差,431,研發部,7,4,醫學,1,1830,4,女性,68,3,2,研究科學家,4,已婚,6854,15696,4,是,否,15,3,2,80,1,14,2,2,7,1,1,7
31,否,頻繁出差,1125,銷售部,7,4,行銷,1,1833,1,女性,68,3,3,銷售執行,1,已婚,9637,8277,2,是,否,14,3,4,80,2,9,3,3,3,2,2,2
28,否,偶爾出差,1217,研發部,1,3,醫學,1,1834,3,女性,67,3,1,研究科學家,1,已婚,3591,12719,1,是,否,25,4,3,80,1,3,3,3,3,2,1,2
38,否,偶爾出差,723,銷售部,2,4,行銷,1,1835,2,女性,77,1,2,銷售代表,4,已婚,5405,4244,2,是,是,20,4,1,80,2,20,4,2,4,2,0,3
26,否,偶爾出差,572,銷售部,10,3,醫學,1,1836,3,男性,46,3,2,銷售執行,4,單身,4684,9125,1,是,否,13,3,1,80,0,5,4,3,5,3,1,2
58,否,頻繁出差,1216,研發部,15,4,生命科學,1,1837,1,男性,87,3,4,研究總監,3,已婚,15787,21624,2,是,是,14,3,2,80,0,23,3,3,2,2,2,2
18,否,不出差,1431,研發部,14,3,醫學,1,1839,2,女性,33,3,1,研究科學家,3,單身,1514,8018,1,是,否,16,3,3,80,0,0,4,1,0,0,0,0
31,是,偶爾出差,359,人力資源專員,18,5,人力資源專員,1,1842,4,男性,89,4,1,人力資源專員,1,已婚,2956,21495,0,是,否,17,3,3,80,0,2,4,3,1,0,0,0
29,是,偶爾出差,350,人力資源專員,13,3,人力資源專員,1,1844,1,男性,56,2,1,人力資源專員,1,離婚,2335,3157,4,是,是,15,3,4,80,3,4,3,3,2,2,2,0
45,否,不出差,589,銷售部,2,4,生命科學,1,1845,3,女性,67,3,2,銷售執行,3,已婚,5154,19665,4,是,否,22,4,2,80,2,10,3,4,8,7,5,7
36,否,偶爾出差,430,研發部,2,4,其他,1,1847,4,女性,73,3,2,研究科學家,2,已婚,6962,19573,4,是,是,22,4,4,80,1,15,2,3,1,0,0,0
43,否,頻繁出差,1422,銷售部,2,4,生命科學,1,1849,1,男性,92,3,2,銷售執行,4,已婚,5675,19246,1,是,否,20,4,3,80,1,7,5,3,7,7,7,7
27,否,頻繁出差,1297,研發部,5,2,生命科學,1,1850,4,女性,53,3,1,實驗室技術員,4,單身,2379,19826,0,是,是,14,3,3,80,0,6,3,2,5,4,0,2
29,否,頻繁出差,574,研發部,20,1,醫學,1,1852,4,男性,40,3,1,實驗室技術員,4,已婚,3812,7003,1,是,否,13,3,2,80,0,11,3,4,11,8,3,10
32,否,頻繁出差,1318,銷售部,10,4,行銷,1,1853,4,男性,79,3,2,銷售執行,4,單身,4648,26075,8,是,否,13,3,3,80,0,4,2,4,0,0,0,0
42,否,不出差,355,研發部,10,4,技術學位,1,1854,3,男性,38,3,1,研究科學家,3,已婚,2936,6161,3,是,否,22,4,2,80,2,10,1,2,6,3,3,3
47,否,偶爾出差,207,研發部,9,4,生命科學,1,1856,2,女性,64,3,1,實驗室技術員,3,單身,2105,5411,4,是,否,12,3,3,80,0,7,2,3,2,2,2,0
46,否,偶爾出差,706,研發部,2,2,生命科學,1,1857,4,男性,82,3,3,製造總監,4,離婚,8578,19989,3,是,否,14,3,3,80,1,12,4,2,9,8,4,7
28,否,不出差,280,人力資源專員,1,2,生命科學,1,1858,3,男性,43,3,1,人力資源專員,4,離婚,2706,10494,1,是,否,15,3,2,80,1,3,2,3,3,2,2,2
29,否,偶爾出差,726,研發部,29,1,生命科學,1,1859,4,男性,93,1,2,醫療代表,3,離婚,6384,21143,8,是,否,17,3,4,80,2,11,3,3,7,0,1,6
42,否,偶爾出差,1142,研發部,8,3,生命科學,1,1860,4,男性,81,3,1,實驗室技術員,3,單身,3968,13624,4,是,否,13,3,4,80,0,8,3,3,0,0,0,0
32,是,偶爾出差,414,銷售部,2,4,行銷,1,1862,3,男性,82,2,2,銷售執行,2,單身,9907,26186,7,是,是,12,3,3,80,0,7,3,2,2,2,2,2
46,否,偶爾出差,1319,銷售部,3,3,技術學位,1,1863,1,女性,45,4,4,銷售執行,1,離婚,13225,7739,2,是,否,12,3,4,80,1,25,5,3,19,17,2,8
27,否,偶爾出差,728,銷售部,23,1,醫學,1,1864,2,女性,36,2,2,銷售代表,3,已婚,3540,7018,1,是,否,21,4,4,80,1,9,5,3,9,8,5,8
29,否,偶爾出差,352,人力資源專員,6,1,醫學,1,1865,4,男性,87,2,1,人力資源專員,2,已婚,2804,15434,1,是,否,11,3,4,80,0,1,3,3,1,0,0,0
43,否,偶爾出差,823,研發部,6,3,醫學,1,1866,1,女性,81,2,5,經理,3,已婚,19392,22539,7,是,否,13,3,4,80,0,21,2,3,16,12,6,14
48,否,偶爾出差,1224,研發部,10,3,生命科學,1,1867,4,男性,91,2,5,研究總監,2,已婚,19665,13583,4,是,否,12,3,4,80,0,29,3,3,22,10,12,9
29,是,頻繁出差,459,研發部,24,2,生命科學,1,1868,4,男性,73,2,1,研究科學家,4,單身,2439,14753,1,是,是,24,4,2,80,0,1,3,2,1,0,1,0
46,是,偶爾出差,1254,銷售部,10,3,生命科學,1,1869,3,女性,64,3,3,銷售執行,2,已婚,7314,14011,5,是,否,21,4,3,80,3,14,2,3,8,7,0,7
27,否,頻繁出差,1131,研發部,15,3,生命科學,1,1870,4,女性,77,2,1,研究科學家,1,已婚,4774,23844,0,是,否,19,3,4,80,1,8,2,2,7,6,7,3
39,否,偶爾出差,835,研發部,19,4,其他,1,1871,4,男性,41,3,2,研究科學家,4,離婚,3902,5141,8,是,否,14,3,2,80,3,7,2,3,2,2,2,2
55,否,偶爾出差,836,研發部,2,4,技術學位,1,1873,2,男性,98,2,1,研究科學家,4,已婚,2662,7975,8,是,否,20,4,2,80,1,19,2,4,5,2,0,4
28,否,偶爾出差,1172,銷售部,3,3,醫學,1,1875,2,女性,78,3,1,銷售代表,2,已婚,2856,3692,1,是,否,19,3,4,80,1,1,3,3,1,0,0,0
30,是,偶爾出差,945,銷售部,9,3,醫學,1,1876,2,男性,89,3,1,銷售代表,4,單身,1081,16019,1,是,否,13,3,3,80,0,1,3,2,1,0,0,0
22,是,偶爾出差,391,研發部,7,1,生命科學,1,1878,4,男性,75,3,1,研究科學家,2,單身,2472,26092,1,是,是,23,4,1,80,0,1,2,3,1,0,0,0
36,否,偶爾出差,1266,銷售部,10,4,技術學位,1,1880,2,女性,63,2,2,銷售執行,3,已婚,5673,6060,1,是,是,13,3,1,80,1,10,4,3,10,9,1,7
31,否,偶爾出差,311,研發部,20,3,生命科學,1,1881,2,男性,89,3,2,實驗室技術員,3,離婚,4197,18624,1,是,否,11,3,1,80,1,10,2,3,10,8,0,2
34,否,偶爾出差,1480,銷售部,4,3,生命科學,1,1882,3,男性,64,3,3,銷售執行,4,已婚,9713,24444,2,是,是,13,3,4,80,3,9,3,3,5,3,1,0
29,否,偶爾出差,592,研發部,7,3,生命科學,1,1883,4,男性,59,3,1,實驗室技術員,1,單身,2062,19384,3,是,否,14,3,2,80,0,11,2,3,3,2,1,2
37,否,偶爾出差,783,研發部,7,4,醫學,1,1885,4,男性,78,3,2,研究科學家,1,已婚,4284,13588,5,是,是,22,4,3,80,1,16,2,3,5,3,0,4
35,否,偶爾出差,219,研發部,16,2,其他,1,1886,4,女性,44,2,2,製造總監,2,已婚,4788,25388,0,是,是,11,3,4,80,0,4,2,3,3,2,0,2
45,否,偶爾出差,556,研發部,25,2,生命科學,1,1888,2,女性,93,2,2,製造總監,4,已婚,5906,23888,0,是,否,13,3,4,80,2,10,2,2,9,8,3,8
36,否,頻繁出差,1213,人力資源專員,2,1,人力資源專員,1,1890,2,男性,94,2,2,人力資源專員,4,單身,3886,4223,1,是,否,21,4,4,80,0,10,2,2,10,1,0,8
40,否,偶爾出差,1137,研發部,1,4,生命科學,1,1892,1,男性,98,3,4,經理,1,離婚,16823,18991,2,是,否,11,3,1,80,1,22,3,3,19,7,11,16
26,否,偶爾出差,482,研發部,1,2,生命科學,1,1893,2,女性,90,2,1,研究科學家,3,已婚,2933,14908,1,是,是,13,3,3,80,1,1,3,2,1,0,1,0
27,否,偶爾出差,511,銷售部,2,2,醫學,1,1898,1,女性,89,4,2,銷售執行,3,單身,6500,26997,0,是,否,14,3,2,80,0,9,5,2,8,7,0,7
48,否,頻繁出差,117,研發部,22,3,醫學,1,1900,4,女性,58,3,4,經理,4,離婚,17174,2437,3,是,否,11,3,2,80,1,24,3,3,22,17,4,7
44,否,偶爾出差,170,研發部,1,4,生命科學,1,1903,2,男性,78,4,2,醫療代表,1,已婚,5033,9364,2,是,否,15,3,4,80,1,10,5,3,2,0,2,2
34,是,不出差,967,研發部,16,4,技術學位,1,1905,4,男性,85,1,1,研究科學家,1,已婚,2307,14460,1,是,是,23,4,2,80,1,5,2,3,5,2,3,0
56,是,偶爾出差,1162,研發部,24,2,生命科學,1,1907,1,男性,97,3,1,實驗室技術員,4,單身,2587,10261,1,是,否,16,3,4,80,0,5,3,3,4,2,1,0
36,否,偶爾出差,335,銷售部,17,2,行銷,1,1908,3,男性,33,2,2,銷售執行,2,已婚,5507,16822,2,是,否,16,3,3,80,2,12,1,1,4,2,1,3
41,否,偶爾出差,337,銷售部,8,3,行銷,1,1909,3,女性,54,3,2,銷售執行,2,已婚,4393,26841,5,是,否,21,4,3,80,1,14,3,3,5,4,1,4
42,否,偶爾出差,1396,研發部,6,3,醫學,1,1911,3,男性,83,3,3,研究總監,1,已婚,13348,14842,9,是,否,13,3,2,80,1,18,3,4,13,7,5,7
31,否,偶爾出差,1079,銷售部,10,2,醫學,1,1912,3,女性,86,3,2,銷售執行,4,離婚,6583,20115,2,是,是,11,3,4,80,1,8,2,3,5,2,1,4
34,否,偶爾出差,735,銷售部,3,1,醫學,1,1915,4,女性,75,2,2,銷售執行,4,已婚,8103,16495,3,是,是,12,3,3,80,0,9,3,2,4,2,0,1
31,否,偶爾出差,471,研發部,4,3,醫學,1,1916,1,女性,62,4,1,實驗室技術員,3,離婚,3978,16031,8,是,否,12,3,2,80,1,4,0,2,2,2,2,2
26,否,頻繁出差,1096,研發部,6,3,其他,1,1918,3,男性,61,4,1,實驗室技術員,4,已婚,2544,7102,0,是,否,18,3,1,80,1,8,3,3,7,7,7,7
45,否,頻繁出差,1297,研發部,1,4,醫學,1,1922,2,男性,44,3,2,醫療代表,3,單身,5399,14511,4,是,否,12,3,3,80,0,12,3,3,4,2,0,3
33,否,偶爾出差,217,銷售部,10,4,行銷,1,1924,2,男性,43,3,2,銷售執行,3,單身,5487,10410,1,是,否,14,3,2,80,0,10,2,2,10,4,0,9
28,否,頻繁出差,783,銷售部,1,2,生命科學,1,1927,3,男性,42,2,2,銷售執行,4,已婚,6834,19255,1,是,是,12,3,3,80,1,7,2,3,7,7,0,7
29,是,頻繁出差,746,銷售部,24,3,技術學位,1,1928,3,男性,45,4,1,銷售代表,1,單身,1091,10642,1,是,否,17,3,4,80,0,1,3,3,1,0,0,0
39,否,不出差,1251,銷售部,21,4,生命科學,1,1929,1,女性,32,1,2,銷售執行,3,已婚,5736,3987,6,是,否,19,3,3,80,1,10,1,3,3,2,1,2
27,否,偶爾出差,1354,研發部,2,4,技術學位,1,1931,2,男性,41,3,1,研究科學家,2,已婚,2226,6073,1,是,否,11,3,3,80,1,6,3,2,5,3,1,2
34,否,頻繁出差,735,研發部,22,4,其他,1,1932,3,男性,86,2,2,研究科學家,4,已婚,5747,26496,1,是,是,15,3,2,80,0,16,3,3,15,10,6,11
28,是,偶爾出差,1475,銷售部,13,2,行銷,1,1933,4,女性,84,3,2,銷售執行,3,單身,9854,23352,3,是,是,11,3,4,80,0,6,0,3,2,0,2,2
47,否,不出差,1169,研發部,14,4,技術學位,1,1934,3,男性,64,3,2,研究科學家,2,已婚,5467,2125,8,是,否,18,3,3,80,1,16,4,4,8,7,1,7
56,否,偶爾出差,1443,銷售部,11,5,行銷,1,1935,4,女性,89,2,2,銷售執行,1,已婚,5380,20328,4,是,否,16,3,3,80,1,6,3,3,0,0,0,0
39,否,偶爾出差,867,研發部,9,2,醫學,1,1936,1,男性,87,3,2,製造總監,1,已婚,5151,12315,1,是,否,25,4,4,80,1,10,3,3,10,0,7,9
38,否,頻繁出差,1394,研發部,8,3,醫學,1,1937,4,女性,58,2,2,研究科學家,2,離婚,2133,18115,1,是,是,16,3,3,80,1,20,3,3,20,11,0,7
58,否,偶爾出差,605,銷售部,21,3,生命科學,1,1938,4,女性,72,3,4,經理,4,已婚,17875,11761,4,是,是,13,3,3,80,1,29,2,2,1,0,0,0
32,是,頻繁出差,238,研發部,5,2,生命科學,1,1939,1,女性,47,4,1,研究科學家,3,單身,2432,15318,3,是,是,14,3,1,80,0,8,2,3,4,1,0,3
38,否,偶爾出差,1206,研發部,9,2,生命科學,1,1940,2,男性,71,3,1,研究科學家,4,離婚,4771,14293,2,是,否,19,3,4,80,2,10,0,4,5,2,0,3
49,否,頻繁出差,1064,研發部,2,1,生命科學,1,1941,2,男性,42,3,5,研究總監,4,已婚,19161,13738,3,是,否,15,3,4,80,0,28,3,3,5,4,4,3
42,否,偶爾出差,419,銷售部,12,4,行銷,1,1943,2,男性,77,3,2,銷售執行,4,離婚,5087,2900,3,是,是,12,3,3,80,2,14,4,3,0,0,0,0
27,是,頻繁出差,1337,人力資源專員,22,3,人力資源專員,1,1944,1,女性,58,2,1,人力資源專員,2,已婚,2863,19555,1,是,否,12,3,1,80,0,1,2,3,1,0,0,0
35,否,偶爾出差,682,銷售部,18,4,醫學,1,1945,2,男性,71,3,2,銷售執行,1,已婚,5561,15975,0,是,否,16,3,4,80,1,6,2,1,5,3,0,4
28,否,不出差,1103,研發部,16,3,醫學,1,1947,3,男性,49,3,1,研究科學家,3,單身,2144,2122,1,是,否,14,3,3,80,0,5,3,2,5,3,1,4
31,否,不出差,976,研發部,3,2,醫學,1,1948,3,男性,48,3,1,研究科學家,1,離婚,3065,3995,1,是,是,13,3,4,80,1,4,3,4,4,2,2,3
36,否,不出差,1351,研發部,9,4,生命科學,1,1949,1,男性,66,4,1,實驗室技術員,2,已婚,2810,9238,1,是,否,22,4,2,80,0,5,3,3,5,4,0,2
34,否,偶爾出差,937,銷售部,1,3,行銷,1,1950,1,男性,32,3,3,銷售執行,4,單身,9888,6770,1,是,否,21,4,1,80,0,14,3,2,14,8,2,1
34,否,偶爾出差,1239,銷售部,13,4,醫學,1,1951,4,男性,39,3,3,銷售執行,3,離婚,8628,22914,1,是,否,18,3,3,80,1,9,2,2,8,7,1,1
26,否,偶爾出差,157,研發部,1,3,醫學,1,1952,3,男性,95,3,1,實驗室技術員,1,單身,2867,20006,0,是,否,13,3,4,80,0,8,6,2,7,7,7,6
29,否,偶爾出差,136,研發部,1,3,生命科學,1,1954,1,男性,89,3,2,醫療代表,1,已婚,5373,6225,0,是,否,12,3,1,80,1,6,5,2,5,3,0,2
32,否,不出差,1146,研發部,15,4,醫學,1,1955,3,女性,34,3,2,醫療代表,4,離婚,6667,16542,5,是,否,18,3,2,80,1,9,6,3,5,1,1,2
31,否,頻繁出差,1125,研發部,1,3,生命科學,1,1956,4,男性,48,1,2,研究科學家,1,已婚,5003,5771,1,是,否,21,4,2,80,0,10,6,3,10,8,8,7
28,是,偶爾出差,1404,研發部,17,3,技術學位,1,1960,3,男性,32,2,1,實驗室技術員,4,離婚,2367,18779,5,是,否,12,3,1,80,1,6,2,2,4,1,0,3
38,否,偶爾出差,1404,銷售部,1,3,生命科學,1,1961,1,男性,59,2,1,銷售代表,1,單身,2858,11473,4,是,否,14,3,1,80,0,20,3,2,1,0,0,0
35,否,偶爾出差,1224,銷售部,7,4,生命科學,1,1962,3,女性,55,3,2,銷售執行,4,已婚,5204,13586,1,是,是,11,3,4,80,0,10,2,3,10,8,0,9
27,否,偶爾出差,954,銷售部,9,3,行銷,1,1965,4,男性,44,3,2,銷售執行,4,單身,4105,5099,1,是,否,14,3,1,80,0,7,5,3,7,7,0,7
32,否,偶爾出差,1373,研發部,5,4,生命科學,1,1966,4,男性,56,2,2,製造總監,4,單身,9679,10138,8,是,否,24,4,2,80,0,8,1,3,1,0,0,0
31,是,頻繁出差,754,銷售部,26,4,行銷,1,1967,1,男性,63,3,2,銷售執行,4,已婚,5617,21075,1,是,是,11,3,3,80,0,10,4,3,10,7,0,8
53,是,偶爾出差,1168,銷售部,24,4,生命科學,1,1968,1,男性,66,3,3,銷售執行,1,單身,10448,5843,6,是,是,13,3,2,80,0,15,2,2,2,2,2,2
